"","uniqueLoc","lon","lat","type","loctype","address","north","south","east","west","locality","administrative_area_level_1","country","street_number","route"
"2777","Franklin, Nebraska",-98.995406,40.096305,"locality","rooftop","Franklin, Nebraska",40.097305,40.095305,-98.994406,-98.996406,"Franklin","NE","United States",NA,NA
"2778","Garden, Nebraska",-95.879073,40.68391,"street_address","rooftop","Garden, Nebraska",40.68491,40.68291,-95.878073,-95.880073,"Nebraska City","NE","United States","901","Courtney Dr"
"2779","Red Willow, Nebraska",-96.721695,40.01596,"street_address","rooftop","Red Willow, Nebraska",40.01696,40.01496,-96.720695,-96.722695,"Odell","NE","United States","127","E Willow Rd"
"2780","Highland, Ohio",-83.653858,41.015694,"street_address","rooftop","Highland, Ohio",41.016694,41.014694,-83.652858,-83.654858,"Findlay","OH","United States","201","Highland Dr"
"2781","Ellis, Oklahoma",-97.562817,35.491608,"locality","rooftop","Ellis, Oklahoma",35.492608,35.490608,-97.561817,-97.563817,"Oklahoma City","OK","United States",NA,NA
"2782","Edmunds, South Dakota",-99.21533,45.4188,"null","approximate","Edmunds, South Dakota",45.5398025513,45.2720451355,-98.701171875,-99.7081680298,NA,NA,"USA",NA,NA
"2783","Yankton, South Dakota",-97.37689,42.94396,"locality","rooftop","Yankton, South Dakota",42.94496,42.94296,-97.37589,-97.37789,"Yankton","SD","United States",NA,NA
"2784","Delta, Texas",-96.299962,32.734682,"street_address","rooftop","Delta, Texas",32.735682,32.733682,-96.298962,-96.300962,"Terrell","TX","United States","200","Talty Rd"
"2785","Tyler, West Virginia",-80.826772,39.433136,"locality","rooftop","Tyler, West Virginia",39.434136,39.432136,-80.825772,-80.827772,"Alma","WV","United States",NA,NA
"2786","Chattahoochee, Georgia",-84.48187,33.80844,"locality","approximate","Chattahoochee, Georgia",33.8370752630001,33.7976791062001,-84.4738769530999,-84.5085961914,"Chattahoochee, GA, US",NA,"USA",NA,NA
"2787","Echols, Georgia",-82.89394,30.71009,"null","approximate","Echols, Georgia",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2788","Schley, Georgia",-83.82712,31.23546,"locality","approximate","Schley, Georgia",NA,NA,NA,NA,"Schley, GA, US",NA,"USA",NA,NA
"2789","Warren, Georgia",-85.048,34.3862,"locality","approximate","Warren, Georgia",NA,NA,NA,NA,"Warren, GA, US",NA,"USA",NA,NA
"2790","Cass, Illinois",-88.2007,39.456161,"street_address","rooftop","Cass, Illinois",39.457161,39.455161,-88.1997,-88.2017,"Charleston","IL","United States","14701","Cozy Ln"
"2791","Pope, Illinois",-88.983547,41.692012,"street_address","rooftop","Pope, Illinois",41.693012,41.691012,-88.982547,-88.984547,"Paw Paw","IL","United States","701","Paw Paw Rd"
"2792","Washington, Illinois",-90.092885,38.63505,"locality","rooftop","Washington, Illinois",38.63605,38.63405,-90.091885,-90.093885,"East Saint Louis","IL","United States",NA,NA
"2793","Randolph, Indiana",-84.9758,40.266155,"locality","rooftop","Randolph, Indiana",40.267155,40.265155,-84.9748,-84.9768,"Ridgeville","IN","United States",NA,NA
"2794","Metcalfe, Kentucky",-85.62925,36.99054,"null","approximate","Metcalfe, Kentucky",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2795","Kalkaska, Michigan",-85.092905,44.697144,"locality","rooftop","Kalkaska, Michigan",44.698144,44.696144,-85.091905,-85.093905,"Kalkaska","MI","United States",NA,NA
"2796","Hubbard, Minnesota",-95.010298,46.836626,"locality","rooftop","Hubbard, Minnesota",46.837626,46.835626,-95.009298,-95.011298,"Park Rapids","MN","United States",NA,NA
"2797","Douglas, Missouri",-94.59691,40.10444,"locality","approximate","Douglas, Missouri",NA,NA,NA,NA,"Douglas, MO, US",NA,"USA",NA,NA
"2798","Osage, Missouri",-91.23249,37.64443,"null","approximate","Osage, Missouri",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2799","Granite, Montana",-112.642196,45.219125,"street_address","rooftop","Granite, Montana",45.220125,45.218125,-112.641196,-112.643196,"Dillon","MT","United States","2","W Granite St"
"2800","Colfax, Nebraska",-95.907718,40.707742,"locality","rooftop","Colfax, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2801","Merrick, Nebraska",-95.907718,40.707742,"locality","rooftop","Merrick, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2802","Harrison, Ohio",-84.759577,39.259888,"locality","rooftop","Harrison, Ohio",39.260888,39.258888,-84.758577,-84.760577,"Harrison","OH","United States",NA,NA
"2803","Sullivan, Pennsylvania",-78.005623,39.770783,"street_address","rooftop","Sullivan, Pennsylvania",39.771783,39.769783,-78.004623,-78.006623,"Mercersburg","PA","United States","11001","Sylvan Dr"
"2804","Butte, South Dakota",-99.71428,44.3161,"null","approximate","Butte, South Dakota",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2805","Davison, South Dakota",-98.146,43.67474,"null","approximate","Davison, South Dakota",43.7710914612,43.5471496582,-97.9351348877,-98.3527832031,NA,NA,"USA",NA,NA
"2806","Harding, South Dakota",-103.832705,45.398327,"locality","rooftop","Harding, South Dakota",45.399327,45.397327,-103.831705,-103.833705,"Buffalo","SD","United States",NA,NA
"2807","Motley, Texas",-95.254926,31.974933,"street_address","rooftop","Motley, Texas",31.975933,31.973933,-95.253926,-95.255926,"Jacksonville","TX","United States","501","Model St"
"2808","Piute, Utah",-112.12695,38.33645,"null","approximate","Piute, Utah",38.5658836365,38.1386795044,-111.733703613,-112.43674469,NA,NA,"USA",NA,NA
"2809","Garfield, Washington",-117.14101,47.00795,"locality","rooftop","Garfield, Washington",47.00895,47.00695,-117.14001,-117.14201,"Garfield","WA","United States",NA,NA
"2810","San Miguel, Colorado",-107.8359,37.94694,"locality","approximate","San Miguel, Colorado",37.9528274536,37.9319763184,-107.827507019,-107.853294373,"San Miguel, CO, US",NA,"USA",NA,NA
"2811","Dodge, Georgia",-83.1684,32.17218,"null","approximate","Dodge, Georgia",32.4121398926,32.1043243408,-82.96875,-83.2957229614,NA,NA,"USA",NA,NA
"2812","Clarke, Iowa",-93.78516,41.02903,"null","approximate","Clarke, Iowa",41.1482696533,40.9135131836,-93.5451126099,-93.9554977417,NA,NA,"USA",NA,NA
"2813","Clay, Iowa",-93.899208,42.055574,"street_address","rooftop","Clay, Iowa",42.056574,42.054574,-93.898208,-93.900208,"Boone","IA","United States","101","Clay St"
"2814","Van Buren, Iowa",-94.146992,41.199853,"street_address","rooftop","Van Buren, Iowa",41.200853,41.198853,-94.145992,-94.147992,"Lorimor","IA","United States","3100","Fawn Ave"
"2815","Tipton, Indiana",-86.063107,40.311418,"locality","rooftop","Tipton, Indiana",40.312418,40.310418,-86.062107,-86.064107,"Tipton","IN","United States",NA,NA
"2816","Cheyenne, Kansas",-98.63896,39.17668,"locality","approximate","Cheyenne, Kansas",NA,NA,NA,NA,"Cheyenne, KS, US",NA,"USA",NA,NA
"2817","Greeley, Kansas",-95.139231,38.346417,"locality","rooftop","Greeley, Kansas",38.347417,38.345417,-95.138231,-95.140231,"Greeley","KS","United States",NA,NA
"2818","Kiowa, Kansas",-98.503736,37.138561,"locality","rooftop","Kiowa, Kansas",37.139561,37.137561,-98.502736,-98.504736,"Kiowa","KS","United States",NA,NA
"2819","Repressed, Maryland",-76.906918,38.888446,"locality","rooftop","Repressed, Maryland",38.889446,38.887446,-76.905918,-76.907918,"Capitol Heights","MD","United States",NA,NA
"2820","Gogebic, Michigan",-89.50265,46.352448,"locality","rooftop","Gogebic, Michigan",46.353448,46.351448,-89.50165,-89.50365,"Marenisco","MI","United States",NA,NA
"2821","Traverse, Minnesota",-94.017462,44.348577,"locality","rooftop","Traverse, Minnesota",44.349577,44.347577,-94.016462,-94.018462,"Saint Peter","MN","United States",NA,NA
"2822","Sullivan, Missouri",-91.16042,38.2081,"locality","rooftop","Sullivan, Missouri",38.2091,38.2071,-91.15942,-91.16142,"Sullivan","MO","United States",NA,NA
"2823","Furnas, Nebraska",-95.907718,40.707742,"locality","rooftop","Furnas, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2824","Holt, Nebraska",-95.907718,40.707742,"locality","rooftop","Holt, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2825","Butler, Nebraska",-97.195056,40.393041,"street_address","rooftop","Butler, Nebraska",40.394041,40.392041,-97.194056,-97.196056,"Western","NE","United States","101","S Butler"
"2826","Cameron, Pennsylvania",-78.175563,41.45423,"locality","rooftop","Cameron, Pennsylvania",41.45523,41.45323,-78.174563,-78.176563,"Emporium","PA","United States",NA,NA
"2827","Lake, South Dakota",-98.6451,44.76423,"null","approximate","Lake, South Dakota",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2828","Perkins, South Dakota",-98.010349,42.865554,"locality","rooftop","Perkins, South Dakota",42.866554,42.864554,-98.009349,-98.011349,"Springfield","SD","United States",NA,NA
"2829","Glasscock, Texas",-101.5208,31.86946,"null","approximate","Glasscock, Texas",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2830","McMullen, Texas",-98.56784,28.35269,"null","approximate","McMullen, Texas",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2831","Kane, Utah",-111.88785,37.28507,"null","approximate","Kane, Utah",37.5774383545,36.9482460022,-110.610565186,-112.974983215,NA,NA,"USA",NA,NA
"2832","Moultrie, Illinois",-88.6193,39.64148,"null","approximate","Moultrie, Illinois",39.7553825378,39.4563484192,-88.4609680176,-88.8370361328,NA,NA,"USA",NA,NA
"2833","Chase, Kansas",-98.34951,38.35501,"locality","rooftop","Chase, Kansas",38.35601,38.35401,-98.34851,-98.35051,"Chase","KS","United States",NA,NA
"2834","Norton, Kansas",-99.891726,39.827955,"locality","rooftop","Norton, Kansas",39.828955,39.826955,-99.890726,-99.892726,"Norton","KS","United States",NA,NA
"2835","Alpena, Michigan",-83.495091,45.033143,"locality","rooftop","Alpena, Michigan",45.034143,45.032143,-83.494091,-83.496091,"Alpena","MI","United States",NA,NA
"2836","Baraga, Michigan",-88.575842,46.80476,"locality","rooftop","Baraga, Michigan",46.80576,46.80376,-88.574842,-88.576842,"Baraga","MI","United States",NA,NA
"2837","Iron, Michigan",-88.53053,46.20869,"null","approximate","Iron, Michigan",46.4196357727,45.9151382446,-88.1268310547,-88.979637146,NA,NA,"USA",NA,NA
"2838","Leelanau, Michigan",-85.70329,45.14642,"null","approximate","Leelanau, Michigan",45.1474494934,45.0735206604,-85.6100997925,-85.6792831421,NA,NA,"USA",NA,NA
"2839","Yellow Medicine, Minnesota",-95.98939,44.55845,"street_address","rooftop","Yellow Medicine, Minnesota",44.55945,44.55745,-95.98839,-95.99039,"Minneota","MN","United States","101","S Madison"
"2840","Hickory, Missouri",-91.901361,37.918833,"street_address","rooftop","Hickory, Missouri",37.919833,37.917833,-91.900361,-91.902361,"Newburg","MO","United States","401","Hickory"
"2841","Custer, Nebraska",-96.87396,40.002563,"street_address","rooftop","Custer, Nebraska",40.003563,40.001563,-96.87296,-96.87496,"Odell","NE","United States","51600","Custer St"
"2842","Dakota, Nebraska",-95.907718,40.707742,"locality","rooftop","Dakota, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2843","Kearney, Nebraska",-99.129054,40.75141,"locality","rooftop","Kearney, Nebraska",40.75241,40.75041,-99.128054,-99.130054,"Kearney","NE","United States",NA,NA
"2844","Bronx, New York",-77.751735,43.171613,"street_address","rooftop","Bronx, New York",43.172613,43.170613,-77.750735,-77.752735,"Spencerport","NY","United States","2","Brongo Dr"
"2845","Moody, South Dakota",-100.537764,45.655541,"street_address","rooftop","Moody, South Dakota",45.656541,45.654541,-100.536764,-100.538764,"Wakpala","SD","United States","201","Mato St"
"2846","Hawkins, Tennessee",-87.788134,36.582278,"street_address","rooftop","Hawkins, Tennessee",36.583278,36.581278,-87.787134,-87.789134,"Big Rock","TN","United States","101","Hawkins Ln"
"2847","Armstrong, Texas",-97.773774,26.911014,"locality","rooftop","Armstrong, Texas",26.912014,26.910014,-97.772774,-97.774774,"Armstrong","TX","United States",NA,NA
"2848","Juab, Utah",-111.94049,39.51968,"locality","approximate","Juab, Utah",NA,NA,NA,NA,"Juab, UT, US",NA,"USA",NA,NA
"2849","Custer, Colorado",-105.36747,38.10868,"null","approximate","Custer, Colorado",38.2612838745,37.8914489746,-105,-105.774475098,NA,NA,"USA",NA,NA
"2850","Chickasaw, Iowa",-92.49518,43.03386,"locality","approximate","Chickasaw, Iowa",NA,NA,NA,NA,"Chickasaw, IA, US",NA,"USA",NA,NA
"2851","Guthrie, Iowa",-94.50106,41.68375,"null","approximate","Guthrie, Iowa",41.8523330688,41.4679985046,-94.2841949463,-94.660949707,NA,NA,"USA",NA,NA
"2852","Sioux, Iowa",-96.17788,43.08262,"null","approximate","Sioux, Iowa",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2853","Logan, Illinois",-87.605023,39.737258,"locality","rooftop","Logan, Illinois",39.738258,39.736258,-87.604023,-87.606023,"Chrisman","IL","United States",NA,NA
"2854","Ohio, Indiana",-87.09425,37.88332,"null","approximate","Ohio, Indiana",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2855","Clay, Kansas",-96.014322,39.812236,"street_address","rooftop","Clay, Kansas",39.813236,39.811236,-96.013322,-96.015322,"Seneca","KS","United States","1301","Kelly Rd"
"2856","Dukes, Massachusetts",-70.69877,41.38877,"null","approximate","Dukes, Massachusetts",41.515460968,41.2562561035,-70.3784179688,-70.9887237549,NA,NA,"USA",NA,NA
"2857","Martin, Minnesota",-93.234915,44.082042,"street_address","rooftop","Martin, Minnesota",44.083042,44.081042,-93.233915,-93.235915,"Owatonna","MN","United States","401","Martin St"
"2858","Pennington, Minnesota",-94.471485,47.448274,"locality","rooftop","Pennington, Minnesota",47.449274,47.447274,-94.470485,-94.472485,"Pennington","MN","United States",NA,NA
"2859","Blaine, Montana",-108.95866,48.43276,"null","approximate","Blaine, Montana",48.8452377319,47.729221344,-108.402557373,-109.490013123,NA,NA,"USA",NA,NA
"2860","Daniels, Montana",-105.54857,48.78381,"null","approximate","Daniels, Montana",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2861","Meagher, Montana",-110.88564,46.59819,"null","approximate","Meagher, Montana",46.9989852905,46.1924285889,-110.304748535,-111.352401733,NA,NA,"USA",NA,NA
"2862","Pierce, Nebraska",-97.581551,42.224218,"locality","rooftop","Pierce, Nebraska",42.225218,42.223218,-97.580551,-97.582551,"Pierce","NE","United States",NA,NA
"2863","Golden Valley, North Dakota",-102.056796,47.312542,"locality","rooftop","Golden Valley, North Dakota",47.313542,47.311542,-102.055796,-102.057796,"Golden Valley","ND","United States",NA,NA
"2864","Bon Homme, South Dakota",-97.76284,42.88611,"null","approximate","Bon Homme, South Dakota",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2865","McNairy, Tennessee",-88.627272,35.312025,"locality","rooftop","McNairy, Tennessee",35.313025,35.311025,-88.626272,-88.628272,"Bethel Springs","TN","United States",NA,NA
"2866","Perry, Tennessee",-87.466798,35.780656,"street_address","rooftop","Perry, Tennessee",35.781656,35.779656,-87.465798,-87.467798,"Centerville","TN","United States","101","Perry St"
"2867","Briscoe, Texas",-100.209628,35.532082,"locality","rooftop","Briscoe, Texas",35.533082,35.531082,-100.208628,-100.210628,"Briscoe","TX","United States",NA,NA
"2868","Lincoln, Washington",-118.41499,47.82905,"locality","rooftop","Lincoln, Washington",47.83005,47.82805,-118.41399,-118.41599,"Lincoln","WA","United States",NA,NA
"2869","Pendleton, West Virginia",-79.943818,39.649954,"locality","rooftop","Pendleton, West Virginia",39.650954,39.648954,-79.942818,-79.944818,"Morgantown","WV","United States",NA,NA
"2870","Talbot, Georgia",-84.53301,32.69949,"null","approximate","Talbot, Georgia",32.8715362549,32.5337905884,-84.370880127,-84.6648101807,NA,NA,"USA",NA,NA
"2871","Lyon, Iowa",-93.64003,42.33981,"null","approximate","Lyon, Iowa",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2872","Winneshiek, Iowa",-91.84371,43.29067,"null","approximate","Winneshiek, Iowa",43.5019989014,43.0718955994,-91.5675888062,-92.0908889771,NA,NA,"USA",NA,NA
"2873","Red Lake, Minnesota",-95.00397,47.85443,"locality","rooftop","Red Lake, Minnesota",47.85543,47.85343,-95.00297,-95.00497,"Redlake","MN","United States",NA,NA
"2874","Carter, Missouri",-89.684147,36.962475,"street_address","rooftop","Carter, Missouri",36.963475,36.961475,-89.683147,-89.685147,"Sikeston","MO","United States","55","W Crowder St"
"2875","Gentry, Missouri",-94.42024,40.33166,"locality","rooftop","Gentry, Missouri",40.33266,40.33066,-94.41924,-94.42124,"Gentry","MO","United States",NA,NA
"2876","Harrison, Missouri",-92.00421,40.35262,"null","approximate","Harrison, Missouri",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2877","Amite, Mississippi",-90.80443,31.1744,"null","approximate","Amite, Mississippi",31.362651825,31.0623455048,-90.5483322144,-91.0995788574,NA,NA,"USA",NA,NA
"2878","Deuel, Nebraska",-97.223866,40.892899,"street_address","rooftop","Deuel, Nebraska",40.893899,40.891899,-97.222866,-97.224866,"Seward","NE","United States","300","Daily St"
"2879","Gosper, Nebraska",-95.907718,40.707742,"locality","rooftop","Gosper, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2880","Hitchcock, Nebraska",-95.907718,40.707742,"locality","rooftop","Hitchcock, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2881","Wayne, Nebraska",-96.979049,42.206417,"locality","rooftop","Wayne, Nebraska",42.207417,42.205417,-96.978049,-96.980049,"Wayne","NE","United States",NA,NA
"2882","Repressed, Nebraska",-95.907718,40.707742,"locality","rooftop","Repressed, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2883","Adams, North Dakota",-97.997964,48.383547,"locality","rooftop","Adams, North Dakota",48.384547,48.382547,-97.996964,-97.998964,"Adams","ND","United States",NA,NA
"2884","Benson, North Dakota",-99.36603,48.06939,"null","approximate","Benson, North Dakota",48.360332489,47.8106193542,-98.7050323486,-99.8905029297,NA,NA,"USA",NA,NA
"2885","Bottineau, North Dakota",-100.4457,48.82723,"locality","rooftop","Bottineau, North Dakota",48.82823,48.82623,-100.4447,-100.4467,"Bottineau","ND","United States",NA,NA
"2886","Mercer, North Dakota",-100.758394,47.501822,"locality","rooftop","Mercer, North Dakota",47.502822,47.500822,-100.757394,-100.759394,"Mercer","ND","United States",NA,NA
"2887","Renville, North Dakota",-101.30016,48.76308,"locality","approximate","Renville, North Dakota",NA,NA,NA,NA,"Renville, ND, US",NA,"USA",NA,NA
"2888","Traill, North Dakota",-97.16158,47.45418,"null","approximate","Traill, North Dakota",47.6746368408,47.20703125,-96.8766021729,-97.5115585327,NA,NA,"USA",NA,NA
